Num_Acc,an,mois,jour,hrmn,lum,agg,int,atm,col,com,adr,gps,lat,long,dep
201600000001,16,2,1,1445,1,2,1,8,3,005,"46, rue Sonneville",M,0000000,0000000,590
201600000002,16,3,16,1800,1,2,6,1,6,005,1a rue du cimetière,M,0000000,0000000,590
201600000003,16,7,13,1900,1,1,1,1,6,011,,M,0000000,0000000,590
201600000004,16,8,15,1930,2,2,1,7,3,477,52 rue victor hugo,M,0000000,0000000,590
201600000005,16,12,23,1100,1,2,3,1,3,011,rue Joliot curie,M,0000000,0000000,590
201600000006,16,12,23,1115,1,2,1,7,6,011,Rue Jean-baptiste LEBAS,M,0000000,0000000,590
201600000007,16,5,1,1145,1,2,1,7,2,051,rue Jules FERRY,M,0000000,0000000,590
201600000008,16,5,14,1915,2,1,1,1,1,250,,M,0000000,0000000,590
201600000009,16,9,23,1900,1,2,1,1,3,051,rn41,M,0000000,0000000,590
201600000010,16,12,30,1030,1,1,1,9,6,303,,M,0000000,0000000,590
201600000011,16,1,25,800,2,2,1,8,6,466,141 rue nationale,M,0000000,0000000,590
201600000012,16,1,28,1815,3,1,1,1,7,197,,M,0000000,0000000,590
201600000013,16,2,5,1600,1,2,1,1,6,466,84 rue nationale,M,0000000,0000000,590
201600000014,16,4,17,1230,1,2,1,1,5,398,CD 917,M,0000000,0000000,590
201600000015,16,8,17,1930,1,1,6,7,5,466,,M,0000000,0000000,590
201600000016,16,9,8,815,1,1,1,1,5,034,,M,0000000,0000000,590
201600000017,16,11,8,715,3,1,1,8,6,071,,M,0000000,0000000,590
201600000018,16,11,28,745,2,2,1,5,3,398,RUE DE LA MOUSSERIE,M,0000000,0000000,590
201600000019,16,5,6,1915,1,1,1,1,5,592,,M,0000000,0000000,590
201600000020,16,9,5,2030,5,2,6,2,3,452,rue Emile Macquart,M,0000000,0000000,590
201600000021,16,10,14,1145,1,2,1,1,6,592,RD954 RUE EMILE ZOLA,M,0000000,0000000,590
201600000022,16,4,2,1045,1,1,2,1,3,402,Rte de Lederzeele,M,5084579,0226407,590
201600000023,16,11,7,1515,1,1,1,3,6,094,,M,0000000,0000000,590
201600000024,16,11,12,915,3,1,1,2,6,094,,M,0000000,0000000,590
201600000025,16,12,4,530,3,1,1,9,7,532,,M,0000000,0000000,590
201600000026,16,12,6,1145,1,2,1,7,6,094,56 RUE PAUL MACHY,M,0000000,0000000,590
201600000027,16,12,15,1345,1,2,1,1,6,094,ave François Mitterrand,M,0000000,0000000,590
201600000028,16,12,9,1900,3,1,1,1,3,576,,M,0000000,0000000,590
